dau_codigo,dau_anio,dau_universidad,dau_semestre,dau_nivel_educacion_superior,dau_programa,dau_categoria_personalU,dau_genero,dau_num_personalU
1515,2009,2,,6,49,3,,18
1516,2009,4,,5,81,1,,1
1517,2009,4,,5,85,1,,8
1518,2009,4,,5,45,1,,4
1519,2009,4,,5,79,1,,1
1520,2009,4,,5,80,1,,2
1521,2009,4,,5,83,1,,1
1522,2009,4,,5,86,1,,4
1523,2009,4,,5,44,1,,3
1524,2009,4,,5,82,1,,0
1525,2009,4,,5,84,1,,0
1526,2009,4,,5,81,2,,0
1527,2009,4,,5,85,2,,0
1528,2009,4,,5,45,2,,0
1529,2009,4,,5,79,2,,0
1530,2009,4,,5,80,2,,0
1531,2009,4,,5,83,2,,0
1532,2009,4,,5,86,2,,0
1533,2009,4,,5,44,2,,0
1534,2009,4,,5,82,2,,0
1535,2009,4,,5,84,2,,0
1536,2009,4,,5,81,3,,14
1537,2009,4,,5,85,3,,25
1538,2009,4,,5,45,3,,55
1539,2009,4,,5,79,3,,37
1540,2009,4,,5,80,3,,22
1541,2009,4,,5,83,3,,26
1542,2009,4,,5,86,3,,31
1543,2009,4,,5,44,3,,19
1544,2009,4,,5,82,3,,9
1545,2009,4,,5,84,3,,1
1546,2008,1,2,5,1,1,1,10
1547,2008,1,2,5,2,1,1,0
1548,2008,1,2,5,5,1,1,0
1549,2008,1,2,5,4,1,1,0
1550,2008,1,2,5,6,1,1,0
1551,2008,1,2,5,7,1,1,0
1552,2008,1,2,5,8,1,1,0
1553,2008,1,2,5,12,1,1,0
1554,2008,1,2,5,172,1,1,0
1555,2008,1,2,5,173,1,1,0
1556,2008,1,2,5,174,1,1,0
1557,2008,1,2,5,14,1,1,17
1558,2008,1,2,5,13,1,1,20
1559,2008,1,2,5,34,1,1,5
1560,2008,1,2,5,175,1,1,0
1561,2008,1,2,5,176,1,1,0
1562,2008,1,2,5,177,1,1,0
1563,2008,1,2,5,15,1,1,22
1564,2008,1,2,5,19,1,1,14
1565,2008,1,2,5,21,1,1,11
1566,2008,1,2,5,25,1,1,0
1567,2008,1,2,5,178,1,1,0
1568,2008,1,2,5,179,1,1,0
1569,2008,1,2,5,180,1,1,0
1570,2008,1,2,5,181,1,1,0
1571,2008,1,2,5,182,1,1,0
1572,2008,1,2,5,183,1,1,0
1573,2008,1,2,5,185,1,1,0
1574,2008,1,2,5,184,1,1,0
1575,2008,1,2,5,90,1,1,0
1576,2008,1,2,5,162,1,1,0
1577,2008,1,2,5,31,1,1,6
1578,2008,1,2,5,29,1,1,6
1579,2008,1,2,5,27,1,1,1
1580,2008,1,2,5,32,1,1,11
1581,2008,1,2,5,28,1,1,4
1582,2008,1,2,5,30,1,1,8
1583,2008,1,2,5,33,1,1,0
1584,2008,1,2,5,35,1,1,6
1585,2008,1,2,5,38,1,1,0
1586,2008,1,2,5,41,1,1,10
1587,2008,1,2,5,1,1,2,3
1588,2008,1,2,5,2,1,2,0
1589,2008,1,2,5,5,1,2,0
1590,2008,1,2,5,4,1,2,0
1591,2008,1,2,5,6,1,2,0
1592,2008,1,2,5,7,1,2,0
1593,2008,1,2,5,8,1,2,0
1594,2008,1,2,5,12,1,2,0
1595,2008,1,2,5,172,1,2,0
1596,2008,1,2,5,173,1,2,0
1597,2008,1,2,5,174,1,2,0
1598,2008,1,2,5,14,1,2,1
1599,2008,1,2,5,13,1,2,4
1600,2008,1,2,5,34,1,2,5
1601,2008,1,2,5,175,1,2,0
1602,2008,1,2,5,176,1,2,0
1603,2008,1,2,5,177,1,2,0
1604,2008,1,2,5,15,1,2,2
1605,2008,1,2,5,19,1,2,2
1606,2008,1,2,5,21,1,2,0
1607,2008,1,2,5,25,1,2,0
1608,2008,1,2,5,178,1,2,0
1609,2008,1,2,5,179,1,2,0
1610,2008,1,2,5,180,1,2,0
1611,2008,1,2,5,181,1,2,0
1612,2008,1,2,5,182,1,2,0
1613,2008,1,2,5,183,1,2,0
1614,2008,1,2,5,185,1,2,0
1615,2008,1,2,5,184,1,2,0
1616,2008,1,2,5,90,1,2,0
1617,2008,1,2,5,162,1,2,0
1618,2008,1,2,5,31,1,2,1
1619,2008,1,2,5,29,1,2,4
1620,2008,1,2,5,27,1,2,0
1621,2008,1,2,5,32,1,2,0
1622,2008,1,2,5,28,1,2,2
1623,2008,1,2,5,30,1,2,1
1624,2008,1,2,5,33,1,2,9
1625,2008,1,2,5,35,1,2,3
1626,2008,1,2,5,38,1,2,0
1627,2008,1,2,5,41,1,2,2
1628,2008,1,2,5,1,2,1,0
1629,2008,1,2,5,2,2,1,0
1630,2008,1,2,5,5,2,1,0
1631,2008,1,2,5,4,2,1,0
1632,2008,1,2,5,6,2,1,0
1633,2008,1,2,5,7,2,1,0
1634,2008,1,2,5,8,2,1,0
1635,2008,1,2,5,12,2,1,0
1636,2008,1,2,5,172,2,1,0
1637,2008,1,2,5,173,2,1,0
1638,2008,1,2,5,174,2,1,0
1639,2008,1,2,5,14,2,1,0
1640,2008,1,2,5,13,2,1,44
1641,2008,1,2,5,34,2,1,0
1642,2008,1,2,5,175,2,1,0
1643,2008,1,2,5,176,2,1,0
1644,2008,1,2,5,177,2,1,0
1645,2008,1,2,5,15,2,1,0
1646,2008,1,2,5,19,2,1,0
1647,2008,1,2,5,21,2,1,0
1648,2008,1,2,5,25,2,1,0
1649,2008,1,2,5,178,2,1,0
1650,2008,1,2,5,179,2,1,0
1651,2008,1,2,5,180,2,1,0
1652,2008,1,2,5,181,2,1,0
1653,2008,1,2,5,182,2,1,0
1654,2008,1,2,5,183,2,1,0
1655,2008,1,2,5,185,2,1,0
1656,2008,1,2,5,184,2,1,0
1657,2008,1,2,5,90,2,1,0
1658,2008,1,2,5,162,2,1,0
1659,2008,1,2,5,31,2,1,0
1660,2008,1,2,5,29,2,1,0
1661,2008,1,2,5,27,2,1,0
1662,2008,1,2,5,32,2,1,0
1663,2008,1,2,5,28,2,1,0
1664,2008,1,2,5,30,2,1,0
1665,2008,1,2,5,33,2,1,0
1666,2008,1,2,5,35,2,1,0
1667,2008,1,2,5,38,2,1,0
1668,2008,1,2,5,41,2,1,1
1669,2008,1,2,5,1,2,2,1
1670,2008,1,2,5,2,2,2,0
1671,2008,1,2,5,5,2,2,0
1672,2008,1,2,5,4,2,2,0
1673,2008,1,2,5,6,2,2,0
1674,2008,1,2,5,7,2,2,0
1675,2008,1,2,5,8,2,2,0
1676,2008,1,2,5,12,2,2,0
1677,2008,1,2,5,172,2,2,0
1678,2008,1,2,5,173,2,2,0
1679,2008,1,2,5,174,2,2,0
1680,2008,1,2,5,14,2,2,1
1681,2008,1,2,5,13,2,2,4
1682,2008,1,2,5,34,2,2,0
1683,2008,1,2,5,175,2,2,0
1684,2008,1,2,5,176,2,2,0
1685,2008,1,2,5,177,2,2,0
1686,2008,1,2,5,15,2,2,0
1687,2008,1,2,5,19,2,2,0
1688,2008,1,2,5,21,2,2,0
1689,2008,1,2,5,25,2,2,0
1690,2008,1,2,5,178,2,2,0
1691,2008,1,2,5,179,2,2,0
1692,2008,1,2,5,180,2,2,0
1693,2008,1,2,5,181,2,2,0
1694,2008,1,2,5,182,2,2,0
1695,2008,1,2,5,183,2,2,0
1696,2008,1,2,5,185,2,2,0
1697,2008,1,2,5,184,2,2,0
1698,2008,1,2,5,90,2,2,0
1699,2008,1,2,5,162,2,2,0
1700,2008,1,2,5,31,2,2,0
1701,2008,1,2,5,29,2,2,0
1702,2008,1,2,5,27,2,2,0
1703,2008,1,2,5,32,2,2,0
1704,2008,1,2,5,28,2,2,1
1705,2008,1,2,5,30,2,2,0
1706,2008,1,2,5,33,2,2,0
1707,2008,1,2,5,35,2,2,0
1708,2008,1,2,5,38,2,2,0
1709,2008,1,2,5,41,2,2,0
1710,2008,1,2,5,1,3,1,14
1711,2008,1,2,5,2,3,1,0
1712,2008,1,2,5,5,3,1,0
1713,2008,1,2,5,4,3,1,0
1714,2008,1,2,5,6,3,1,0
1715,2008,1,2,5,7,3,1,0
1716,2008,1,2,5,8,3,1,0
1717,2008,1,2,5,12,3,1,0
1718,2008,1,2,5,172,3,1,0
1719,2008,1,2,5,173,3,1,0
1720,2008,1,2,5,174,3,1,0
1721,2008,1,2,5,14,3,1,
1722,2008,1,2,5,13,3,1,44
1723,2008,1,2,5,34,3,1,11
1724,2008,1,2,5,175,3,1,0
1725,2008,1,2,5,176,3,1,0
1726,2008,1,2,5,177,3,1,0
1727,2008,1,2,5,15,3,1,3
1728,2008,1,2,5,19,3,1,1
1729,2008,1,2,5,21,3,1,4
1730,2008,1,2,5,25,3,1,1
1731,2008,1,2,5,178,3,1,0
1732,2008,1,2,5,179,3,1,0
1733,2008,1,2,5,180,3,1,0
1734,2008,1,2,5,181,3,1,0
1735,2008,1,2,5,182,3,1,0
1736,2008,1,2,5,183,3,1,0
1737,2008,1,2,5,185,3,1,0
1738,2008,1,2,5,184,3,1,0
1739,2008,1,2,5,90,3,1,0
1740,2008,1,2,5,162,3,1,0
1741,2008,1,2,5,31,3,1,8
1742,2008,1,2,5,29,3,1,18
1743,2008,1,2,5,27,3,1,9
1744,2008,1,2,5,32,3,1,36
1745,2008,1,2,5,28,3,1,15
1746,2008,1,2,5,30,3,1,1
1747,2008,1,2,5,33,3,1,0
1748,2008,1,2,5,35,3,1,4
1749,2008,1,2,5,38,3,1,0
1750,2008,1,2,5,41,3,1,30
1751,2008,1,2,5,1,3,2,2
1752,2008,1,2,5,2,3,2,0
1753,2008,1,2,5,5,3,2,0
1754,2008,1,2,5,4,3,2,0
1755,2008,1,2,5,6,3,2,0
1756,2008,1,2,5,7,3,2,0
1757,2008,1,2,5,8,3,2,0
1758,2008,1,2,5,12,3,2,0
1759,2008,1,2,5,172,3,2,0
1760,2008,1,2,5,173,3,2,0
1761,2008,1,2,5,174,3,2,0
1762,2008,1,2,5,14,3,2,10
1763,2008,1,2,5,13,3,2,19
1764,2008,1,2,5,34,3,2,8
1765,2008,1,2,5,175,3,2,0
1766,2008,1,2,5,176,3,2,0
1767,2008,1,2,5,177,3,2,0
1768,2008,1,2,5,15,3,2,2
1769,2008,1,2,5,19,3,2,0
1770,2008,1,2,5,21,3,2,0
1771,2008,1,2,5,25,3,2,0
1772,2008,1,2,5,178,3,2,0
1773,2008,1,2,5,179,3,2,0
1774,2008,1,2,5,180,3,2,0
1775,2008,1,2,5,181,3,2,0
1776,2008,1,2,5,182,3,2,0
1777,2008,1,2,5,183,3,2,0
1778,2008,1,2,5,185,3,2,0
1779,2008,1,2,5,184,3,2,0
1780,2008,1,2,5,90,3,2,0
1781,2008,1,2,5,162,3,2,0
1782,2008,1,2,5,31,3,2,6
1783,2008,1,2,5,29,3,2,15
1784,2008,1,2,5,27,3,2,5
1785,2008,1,2,5,32,3,2,6
1786,2008,1,2,5,28,3,2,10
1787,2008,1,2,5,30,3,2,2
1788,2008,1,2,5,33,3,2,13
1789,2008,1,2,5,35,3,2,7
1790,2008,1,2,5,38,3,2,0
1791,2008,1,2,5,41,3,2,5
1792,2008,3,,5,1,1,,25
1793,2008,3,,5,93,1,,31
1794,2008,3,,5,186,1,,0
1795,2008,3,,5,6,1,,0
1796,2008,3,,5,41,1,,0
1797,2008,3,,5,44,1,,0
1798,2008,3,,5,21,1,,0
1799,2008,3,,5,45,1,,0
1800,2008,3,,5,96,1,,0
1801,2008,3,,5,97,1,,0
1802,2008,3,,5,98,1,,0
1803,2008,3,,5,34,1,,0
1804,2008,3,,5,1,2,,75
1805,2008,3,,5,93,2,,69
1806,2008,3,,5,186,2,,0
1807,2008,3,,5,6,2,,0
1808,2008,3,,5,41,2,,0
1809,2008,3,,5,44,2,,0
1810,2008,3,,5,21,2,,0
1811,2008,3,,5,45,2,,0
1812,2008,3,,5,96,2,,0
1813,2008,3,,5,97,2,,0
1814,2008,3,,5,98,2,,0
1815,2008,3,,5,34,2,,0
1816,2008,3,,5,1,3,,34
1817,2008,3,,5,93,3,,32
1818,2008,3,,5,186,3,,0
1819,2008,3,,5,6,3,,0
1820,2008,3,,5,41,3,,0
1821,2008,3,,5,44,3,,0
1822,2008,3,,5,21,3,,0
1823,2008,3,,5,45,3,,0
1824,2008,3,,5,96,3,,0
1825,2008,3,,5,97,3,,0
1826,2008,3,,5,98,3,,0
1827,2008,3,,5,34,3,,0
1828,2008,4,,5,81,1,,0
1829,2008,4,,5,85,1,,1
1830,2008,4,,5,45,1,,1
1831,2008,4,,5,79,1,,1
1832,2008,4,,5,80,1,,0
1833,2008,4,,5,83,1,,1
1834,2008,4,,5,86,1,,1
1835,2008,4,,5,44,1,,0
1836,2008,4,,5,128,1,,
1837,2008,4,,6,187,1,,
1838,2008,4,,5,81,2,,1
1839,2008,4,,5,85,2,,0
1840,2008,4,,5,45,2,,0
1841,2008,4,,5,79,2,,0
1842,2008,4,,5,80,2,,0
1843,2008,4,,5,83,2,,0
1844,2008,4,,5,86,2,,0
1845,2008,4,,5,44,2,,0
1846,2008,4,,5,128,2,,
1847,2008,4,,6,187,2,,
1848,2008,4,,5,81,3,,33
1849,2008,4,,5,85,3,,29.5
1850,2008,4,,5,45,3,,40
1851,2008,4,,5,79,3,,41
1852,2008,4,,5,80,3,,27.5
1853,2008,4,,5,83,3,,31
1854,2008,4,,5,86,3,,14
1855,2008,4,,5,44,3,,8.5
1856,2008,4,,5,128,3,,
1857,2008,4,,6,187,3,,
1858,2008,9,1,5,1,1,1,1
1859,2008,9,1,5,108,1,1,1
1860,2008,9,1,5,35,1,1,0
1861,2008,9,1,5,109,1,1,0
1862,2008,9,1,5,120,1,1,0
1863,2008,9,1,5,121,1,1,0
1864,2008,9,1,5,44,1,1,7
1865,2008,9,1,5,122,1,1,0
1866,2008,9,1,5,21,1,1,1
1867,2008,9,1,5,45,1,1,1
1868,2008,9,1,5,123,1,1,3
1869,2008,9,1,5,124,1,1,0
1870,2008,9,1,5,125,1,1,0
1871,2008,9,1,5,126,1,1,0
1872,2008,9,1,5,188,1,1,2
1873,2008,9,1,5,127,1,1,1
1874,2008,9,1,5,128,1,1,0
1875,2008,9,1,6,130,1,1,0
1876,2008,9,1,6,131,1,1,0
1877,2008,9,1,6,134,1,1,0
1878,2008,9,1,6,136,1,1,0
1879,2008,9,1,5,1,1,2,4
1880,2008,9,1,5,108,1,2,0
1881,2008,9,1,5,35,1,2,1
1882,2008,9,1,5,109,1,2,0
1883,2008,9,1,5,120,1,2,0
1884,2008,9,1,5,121,1,2,1
1885,2008,9,1,5,44,1,2,1
1886,2008,9,1,5,122,1,2,0
1887,2008,9,1,5,21,1,2,0
1888,2008,9,1,5,45,1,2,0
1889,2008,9,1,5,123,1,2,2
1890,2008,9,1,5,124,1,2,0
1891,2008,9,1,5,125,1,2,0
1892,2008,9,1,5,126,1,2,0
1893,2008,9,1,5,188,1,2,7
1894,2008,9,1,5,127,1,2,0
1895,2008,9,1,5,128,1,2,0
1896,2008,9,1,6,130,1,2,0
1897,2008,9,1,6,131,1,2,0
1898,2008,9,1,6,134,1,2,0
1899,2008,9,1,6,136,1,2,0
1900,2008,9,1,5,1,2,1,3
1901,2008,9,1,5,108,2,1,0
1902,2008,9,1,5,35,2,1,0
1903,2008,9,1,5,109,2,1,0
1904,2008,9,1,5,120,2,1,0
1905,2008,9,1,5,121,2,1,0
1906,2008,9,1,5,44,2,1,2
1907,2008,9,1,5,122,2,1,0
1908,2008,9,1,5,21,2,1,0
1909,2008,9,1,5,45,2,1,0
1910,2008,9,1,5,123,2,1,0
1911,2008,9,1,5,124,2,1,0
1912,2008,9,1,5,125,2,1,0
1913,2008,9,1,5,126,2,1,0
1914,2008,9,1,5,188,2,1,2
1915,2008,9,1,5,127,2,1,0
1916,2008,9,1,5,128,2,1,2
1917,2008,9,1,6,130,2,1,0
1918,2008,9,1,6,131,2,1,0
1919,2008,9,1,6,134,2,1,0
1920,2008,9,1,6,136,2,1,0
1921,2008,9,1,5,1,2,2,2
1922,2008,9,1,5,108,2,2,0
1923,2008,9,1,5,35,2,2,0
1924,2008,9,1,5,109,2,2,0
1925,2008,9,1,5,120,2,2,0
1926,2008,9,1,5,121,2,2,0
1927,2008,9,1,5,44,2,2,2
1928,2008,9,1,5,122,2,2,0
1929,2008,9,1,5,21,2,2,0
1930,2008,9,1,5,45,2,2,0
1931,2008,9,1,5,123,2,2,1
1932,2008,9,1,5,124,2,2,0
1933,2008,9,1,5,125,2,2,0
1934,2008,9,1,5,126,2,2,0
1935,2008,9,1,5,188,2,2,3
1936,2008,9,1,5,127,2,2,1
1937,2008,9,1,5,128,2,2,0
1938,2008,9,1,6,130,2,2,0
1939,2008,9,1,6,131,2,2,0
1940,2008,9,1,6,134,2,2,0
1941,2008,9,1,6,136,2,2,0
1942,2008,9,1,5,1,3,1,3
1943,2008,9,1,5,108,3,1,0
1944,2008,9,1,5,35,3,1,0
1945,2008,9,1,5,109,3,1,0
1946,2008,9,1,5,120,3,1,0
1947,2008,9,1,5,121,3,1,1
1948,2008,9,1,5,44,3,1,11
1949,2008,9,1,5,122,3,1,0
1950,2008,9,1,5,21,3,1,0
1951,2008,9,1,5,45,3,1,0
1952,2008,9,1,5,123,3,1,0
1953,2008,9,1,5,124,3,1,0
1954,2008,9,1,5,125,3,1,0
1955,2008,9,1,5,126,3,1,1
1956,2008,9,1,5,188,3,1,1
1957,2008,9,1,5,127,3,1,0
1958,2008,9,1,5,128,3,1,5
1959,2008,9,1,6,130,3,1,0
1960,2008,9,1,6,131,3,1,0
1961,2008,9,1,6,134,3,1,0
1962,2008,9,1,6,136,3,1,0
1963,2008,9,1,5,1,3,2,1
1964,2008,9,1,5,108,3,2,0
1965,2008,9,1,5,35,3,2,0
1966,2008,9,1,5,109,3,2,0
1967,2008,9,1,5,120,3,2,0
1968,2008,9,1,5,121,3,2,0
1969,2008,9,1,5,44,3,2,2
1970,2008,9,1,5,122,3,2,0
1971,2008,9,1,5,21,3,2,0
1972,2008,9,1,5,45,3,2,0
1973,2008,9,1,5,123,3,2,0
1974,2008,9,1,5,124,3,2,0
1975,2008,9,1,5,125,3,2,0
1976,2008,9,1,5,126,3,2,0
1977,2008,9,1,5,188,3,2,5
1978,2008,9,1,5,127,3,2,1
1979,2008,9,1,5,128,3,2,2
1980,2008,9,1,6,130,3,2,0
1981,2008,9,1,6,131,3,2,0
1982,2008,9,1,6,134,3,2,0
1983,2008,9,1,6,136,3,2,0
1984,2008,9,2,5,1,1,1,0
1985,2008,9,2,5,108,1,1,1
1986,2008,9,2,5,35,1,1,0
1987,2008,9,2,5,109,1,1,0
1988,2008,9,2,5,120,1,1,0
1989,2008,9,2,5,121,1,1,0
1990,2008,9,2,5,44,1,1,8
1991,2008,9,2,5,122,1,1,0
1992,2008,9,2,5,21,1,1,1
1993,2008,9,2,5,45,1,1,1
1994,2008,9,2,5,123,1,1,0
1995,2008,9,2,5,124,1,1,0
1996,2008,9,2,5,125,1,1,0
1997,2008,9,2,5,126,1,1,0
1998,2008,9,2,5,188,1,1,1
1999,2008,9,2,5,127,1,1,1
2000,2008,9,2,5,128,1,1,0
2001,2008,9,2,6,130,1,1,0
2002,2008,9,2,6,131,1,1,0
2003,2008,9,2,6,134,1,1,0
2004,2008,9,2,6,136,1,1,0
2005,2008,9,2,5,1,1,2,3
2006,2008,9,2,5,108,1,2,0
2007,2008,9,2,5,35,1,2,1
2008,2008,9,2,5,109,1,2,0
2009,2008,9,2,5,120,1,2,0
2010,2008,9,2,5,121,1,2,1
2011,2008,9,2,5,44,1,2,1
2012,2008,9,2,5,122,1,2,0
2013,2008,9,2,5,21,1,2,0
2014,2008,9,2,5,45,1,2,0
2015,2008,9,2,5,123,1,2,0
2016,2008,9,2,5,124,1,2,0
2017,2008,9,2,5,125,1,2,0
2018,2008,9,2,5,126,1,2,0
2019,2008,9,2,5,188,1,2,7
2020,2008,9,2,5,127,1,2,0
2021,2008,9,2,5,128,1,2,0
2022,2008,9,2,6,130,1,2,0
2023,2008,9,2,6,131,1,2,0
2024,2008,9,2,6,134,1,2,0
2025,2008,9,2,6,136,1,2,0
2026,2008,9,2,5,1,2,1,3
2027,2008,9,2,5,108,2,1,0
2028,2008,9,2,5,35,2,1,0
2029,2008,9,2,5,109,2,1,0
2030,2008,9,2,5,120,2,1,0
2031,2008,9,2,5,121,2,1,0
2032,2008,9,2,5,44,2,1,1
2033,2008,9,2,5,122,2,1,0
2034,2008,9,2,5,21,2,1,0
2035,2008,9,2,5,45,2,1,0
2036,2008,9,2,5,123,2,1,
2037,2008,9,2,5,124,2,1,0
2038,2008,9,2,5,125,2,1,0
2039,2008,9,2,5,126,2,1,0
2040,2008,9,2,5,188,2,1,0
2041,2008,9,2,5,127,2,1,0
2042,2008,9,2,5,128,2,1,0
2043,2008,9,2,6,130,2,1,0
2044,2008,9,2,6,131,2,1,0
2045,2008,9,2,6,134,2,1,0
2046,2008,9,2,6,136,2,1,0
2047,2008,9,2,5,1,2,2,5
2048,2008,9,2,5,108,2,2,0
2049,2008,9,2,5,35,2,2,0
2050,2008,9,2,5,109,2,2,0
2051,2008,9,2,5,120,2,2,0
2052,2008,9,2,5,121,2,2,0
2053,2008,9,2,5,44,2,2,11
2054,2008,9,2,5,122,2,2,0
2055,2008,9,2,5,21,2,2,1
2056,2008,9,2,5,45,2,2,0
2057,2008,9,2,5,123,2,2,2
2058,2008,9,2,5,124,2,2,0
2059,2008,9,2,5,125,2,2,0
2060,2008,9,2,5,126,2,2,0
2061,2008,9,2,5,188,2,2,2
2062,2008,9,2,5,127,2,2,1
2063,2008,9,2,5,128,2,2,5
2064,2008,9,2,6,130,2,2,0
2065,2008,9,2,6,131,2,2,0
2066,2008,9,2,6,134,2,2,0
2067,2008,9,2,6,136,2,2,0
2068,2008,9,2,5,1,3,1,2
2069,2008,9,2,5,108,3,1,0
2070,2008,9,2,5,35,3,1,0
2071,2008,9,2,5,109,3,1,0
2072,2008,9,2,5,120,3,1,0
2073,2008,9,2,5,121,3,1,0
2074,2008,9,2,5,44,3,1,3
2075,2008,9,2,5,122,3,1,0
2076,2008,9,2,5,21,3,1,0
2077,2008,9,2,5,45,3,1,0
2078,2008,9,2,5,123,3,1,1
2079,2008,9,2,5,124,3,1,0
2080,2008,9,2,5,125,3,1,0
2081,2008,9,2,5,126,3,1,0
2082,2008,9,2,5,188,3,1,6
2083,2008,9,2,5,127,3,1,1
2084,2008,9,2,5,128,3,1,2
2085,2008,9,2,6,130,3,1,0
2086,2008,9,2,6,131,3,1,0
2087,2008,9,2,6,134,3,1,0
2088,2008,9,2,6,136,3,1,0
2089,2008,9,2,5,1,3,2,3
2090,2008,9,2,5,108,3,2,0
2091,2008,9,2,5,35,3,2,0
2092,2008,9,2,5,109,3,2,0
2093,2008,9,2,5,120,3,2,0
2094,2008,9,2,5,121,3,2,0
2095,2008,9,2,5,44,3,2,1
2096,2008,9,2,5,122,3,2,0
2097,2008,9,2,5,21,3,2,0
2098,2008,9,2,5,45,3,2,0
2099,2008,9,2,5,123,3,2,
2100,2008,9,2,5,124,3,2,0
2101,2008,9,2,5,125,3,2,0
2102,2008,9,2,5,126,3,2,0
2103,2008,9,2,5,188,3,2,0
2104,2008,9,2,5,127,3,2,0
2105,2008,9,2,5,128,3,2,0
2106,2008,9,2,6,130,3,2,0
2107,2008,9,2,6,131,3,2,0
2108,2008,9,2,6,134,3,2,0
2109,2008,9,2,6,136,3,2,0
2110,2008,11,1,5,189,1,1,4
2111,2008,11,1,6,190,1,1,0
2112,2008,11,1,5,189,1,2,0
2113,2008,11,1,6,190,1,2,0
2114,2008,11,1,5,189,2,1,
2115,2008,11,1,6,190,2,1,0
2116,2008,11,1,5,189,2,2,
2117,2008,11,1,6,190,2,2,0
2118,2008,11,1,5,189,3,1,74
2119,2008,11,1,6,190,3,1,11
2120,2008,11,1,5,189,3,2,8
2121,2008,11,1,6,190,3,2,1
2122,2008,11,2,5,189,1,1,3
2123,2008,11,2,6,190,1,1,0
2124,2008,11,2,5,189,1,2,0
2125,2008,11,2,6,190,1,2,0
2126,2008,11,2,5,189,2,1,0
2127,2008,11,2,6,190,2,1,0
2128,2008,11,2,5,189,2,2,0
2129,2008,11,2,6,190,2,2,0
2130,2008,11,2,5,189,3,1,72
2131,2008,11,2,6,190,3,1,8
2132,2008,11,2,5,189,3,2,9
2133,2008,11,2,6,190,3,2,1
2134,2007,1,,5,1,1,,19
2135,2007,1,,5,6,1,,13
2136,2007,1,,5,88,1,,0
2137,2007,1,,5,14,1,,15
2138,2007,1,,5,13,1,,21
2139,2007,1,,5,34,1,,10
2140,2007,1,,5,15,1,,24
2141,2007,1,,5,19,1,,16
2142,2007,1,,5,21,1,,12
2143,2007,1,,5,81,1,,0
2144,2007,1,,5,32,1,,0
2145,2007,1,,5,184,1,,11
2146,2007,1,,5,191,1,,0
2147,2007,1,,5,91,1,,0
2148,2007,1,,5,162,1,,0
2149,2007,1,,5,31,1,,5
2150,2007,1,,5,29,1,,11
2151,2007,1,,5,27,1,,3
2152,2007,1,,5,32,1,,11
2153,2007,1,,5,28,1,,7
2154,2007,1,,5,92,1,,9
2155,2007,1,,5,33,1,,9
2156,2007,1,,5,35,1,,9
2157,2007,1,,5,41,1,,11
2158,2007,1,,5,38,1,,0
2159,2007,1,,5,1,2,,0
2160,2007,1,,5,6,2,,1
2161,2007,1,,5,88,2,,0
2162,2007,1,,5,14,2,,1
2163,2007,1,,5,13,2,,46
2164,2007,1,,5,34,2,,0
2165,2007,1,,5,15,2,,1
2166,2007,1,,5,19,2,,0
2167,2007,1,,5,21,2,,0
2168,2007,1,,5,81,2,,0
2169,2007,1,,5,32,2,,0
2170,2007,1,,5,184,2,,0
2171,2007,1,,5,191,2,,0
2172,2007,1,,5,91,2,,0
2173,2007,1,,5,162,2,,0
2174,2007,1,,5,31,2,,0
2175,2007,1,,5,29,2,,0
2176,2007,1,,5,27,2,,0
2177,2007,1,,5,32,2,,0
2178,2007,1,,5,28,2,,1
2179,2007,1,,5,92,2,,0
2180,2007,1,,5,33,2,,0
2181,2007,1,,5,35,2,,0
2182,2007,1,,5,41,2,,3
2183,2007,1,,5,38,2,,0
2184,2007,1,,5,1,3,,25
2185,2007,1,,5,6,3,,15
2186,2007,1,,5,88,3,,0
2187,2007,1,,5,14,3,,16
2188,2007,1,,5,13,3,,62
2189,2007,1,,5,34,3,,14
2190,2007,1,,5,15,3,,6
2191,2007,1,,5,19,3,,2
2192,2007,1,,5,21,3,,20
2193,2007,1,,5,81,3,,0
2194,2007,1,,5,32,3,,0
2195,2007,1,,5,184,3,,0
2196,2007,1,,5,191,3,,0
2197,2007,1,,5,91,3,,0
2198,2007,1,,5,162,3,,0
2199,2007,1,,5,31,3,,17
2200,2007,1,,5,29,3,,26
2201,2007,1,,5,27,3,,14
2202,2007,1,,5,32,3,,31
2203,2007,1,,5,28,3,,18
2204,2007,1,,5,92,3,,4
2205,2007,1,,5,33,3,,13
2206,2007,1,,5,35,3,,10
2207,2007,1,,5,41,3,,42
2208,2007,1,,5,38,3,,0
2209,2007,2,,5,1,1,,2
2210,2007,2,,5,6,1,,2
2211,2007,2,,5,44,1,,5
2212,2007,2,,5,41,1,,6
2213,2007,2,,5,45,1,,3
2214,2007,2,,5,34,1,,7
2215,2007,2,,5,20,1,,2
2216,2007,2,,5,73,1,,11
2217,2007,2,,5,35,1,,1
2218,2007,2,,6,49,1,,0
2219,2007,2,,6,48,1,,0
2220,2007,2,,5,1,2,,4
2221,2007,2,,5,6,2,,4
2222,2007,2,,5,44,2,,6
2223,2007,2,,5,41,2,,8
2224,2007,2,,5,45,2,,5
2225,2007,2,,5,34,2,,0
2226,2007,2,,5,20,2,,4
2227,2007,2,,5,73,2,,2
2228,2007,2,,5,35,2,,3
2229,2007,2,,6,49,2,,0
2230,2007,2,,6,48,2,,0
